"מה מהבאים הינו סיכון אפשרי במערכת מידע
 
1.   כל התשובות נכונות
 
2.   תקלות טכניות
 
3.   נזק מגורם אנושי פנימי
 
4.   נזק מגורם אנושי חיצוני
 
 .",1
"מהו סוג הארגון אשר בונה מטוסי כיבוי?
 
1. ייצור
 
2.   נגרות
 
3. עיצוב
 
4.   שירות
 
 .",1
"איזה מבין הבאים מתעד את בצורה מדויקת את פעילותנו באינטרנט (תיעוד של כל פעולות העכבר)?
 
1.   Object Orianted
 
2.   (Transaction log (click stream
 
3.   Cycle Jam (specific)
 
4.   Bentch Consistent Hospale (dialog ditrict)
 
 .",2
"AGLIE הוא
 
1.   מודל פיתוח תוכנה שמתנהל לפי רשימת דרישות נושמת שמשתנה כל הזמן
 
2.   אף תשובה אינה נכונה
 
3.   מערכת בסיס נתונים
 
4.   מודל פיתוח תוכנה מיושן, אינו בר שימוש כיום.
 
 .",1
"מהו אינו חלק משלבי פיתוח על פי מודל ""מפל המים""?
 
1.  ניתוח
  
2.  עיצוב
  
3. רכישה  
4.  בדיקה
  
 .",3
"מה מהבאים הוא סוג הארגון YouTube?
 
1. ארגון שמתעסק בשירות, הוא ללא מטרות רווח ומקומי
 
2. ארגון שמתעסק בייצור, הוא עם מטרות רווח וגלובאלי
 
3. ארגון שמתעסק בייצור ושירות, הוא ללא מטרות רווח וגלובאלי
 
4. ארגון שמתעסק בשירות, הוא עם מטרות רווח וגלובאלי
 
 .",4
"מה המבאים יהיה שדה המפתח הטוב ביותר ברשימת לקוחות?
 
1.   מספר ת""ז
 
2.   שם פרטי + שם משפחה
 
3.   תאריך הקנייה הראשון של הלקוח מהסוף להתחלה
 
4.   תאריך לידה
 
 .",1
"מה מהבאים הוא סוג הארגון YouTube?
 
1. ארגון שמתעסק בשירות, הוא עם מטרות רווח וגלובאלי
 
2. ארגון שמתעסק בשירות, הוא ללא מטרות רווח ומקומי
 
3. ארגון שמתעסק בייצור, הוא עם מטרות רווח וגלובאלי
 
4. ארגון שמתעסק בייצור ושירות, הוא ללא מטרות רווח וגלובאלי
 
 .",1
"מה מהבאים הוא סוג הארגון YouTube?
 
1. ארגון שמתעסק בשירות, הוא עם מטרות רווח וגלובאלי
 
2. ארגון שמתעסק בשירות, הוא ללא מטרות רווח ומקומי
 
3. ארגון שמתעסק בייצור, הוא עם מטרות רווח וגלובאלי
 
4. ארגון שמתעסק בייצור ושירות, הוא ללא מטרות רווח וגלובאלי
 
 .",1
"מה מהבאים הוא סוג הארגון YouTube?
 
1. ארגון שמתעסק בשירות, הוא ללא מטרות רווח ומקומי
 
2. ארגון שמתעסק בייצור, הוא עם מטרות רווח וגלובאלי
 
3. ארגון שמתעסק בשירות, הוא עם מטרות רווח וגלובאלי
 
4. ארגון שמתעסק בייצור ושירות, הוא ללא מטרות רווח וגלובאלי
 
 .",3
"תומר פרץ לאתר בוגדים בוגדות ורצה לחשוף את פניהם של האנשים חסרי הנאמנות, תומר ביצע נזק:
 
1.   נזק מגורם אנושי חיצוני
 
2.   נזק מגורם אנושי פנימי
 
3. פיזי
 
4.   נזק תקלה תכנית מתפעול המערכת
 
 .",1
"בנק מרכזי בעל סניפים רבים ושוק לקוחות רחב יתחזק בד""כ:
 
1.   אתר לוהט
 
2.   אתר חם
 
3.   אתר קר
 
4.   אתר פושר
 
 .",2
"מהו שדה מפתח ראשי?
 
1. כל התשובות לא נכונות
 
2.   למעשה זהו שם אחר לשדה מפתח זר
 
3.   אוסף של תווים או מספרים
 
4.   מזהה חד חד ערכי של רשומה ביחס לרשומות אחרות
 
 .",4
"מה מהבאים הוא סוג הארגון YouTube?
 
1. ארגון שמתעסק בייצור, הוא עם מטרות רווח וגלובאלי
 
2. ארגון שמתעסק בשירות, הוא ללא מטרות רווח ומקומי
 
3. ארגון שמתעסק בייצור ושירות, הוא ללא מטרות רווח וגלובאלי
 
4. ארגון שמתעסק בשירות, הוא עם מטרות רווח וגלובאלי
 
 .",4
"דנה רוצה להבטיח מקסימום הגנה למערכות המידע בחברה אותה היא מנהלת. היא החליטה לנקוט בכמה צעדים אשר יתרמו לכך. אילו מבין הצעדים הבאים פחות רלוונטי בשביל להגן על מערכות המידע?
 
1.   אבטחה פיזית- גיבוי, מיגון מפני אש, גדרות, אזעקות, מנעולים
 
2.   אבטחת תוכנה- אנטי וירוס, ניהול SPAM
 
3.   אבטחת נתונים- הצפנה ופענוח, מפתח סימטרי, מפתח ציבורי/פרטי, ניטור מסדי הנתונים
 
4.   אבטחה אישית- ליווי צמוד של הבכירים לביתם בסוף יום העבודה, הכשרת העובדים להסתובב עם נשק
 
 .",4
"מהו ההבדל העיקרי בין מודל עיסקי B2B לB2C? סמן את התשובה הנכונה ביותר
 
1.   קהל היעד של הראשון הוא לעסקים ואילו לשני הוא ספקים
 
2.   מודל ההכנסות של הראשון מבוסס על הכנסות ממכירות ושל השני ממודל דמי-פרימיום
 
3.   הראשון הוא בין עסק לעסק ואילו השני בין עסק לצרכן
 
4.   כל התשובות נכונות
 
 .",3
"שגיא וערן התווכחו האם 20 בסיסי הנתונים בחברה של ערן הם מחסן או מחסנון (ערן טען שהם מחסנון). מי מהם צודק?
 
1.   תמיד 20 בסיסי נתונים הם מחסן ולכן ערן צודק
 
2.   שגיא טועה כי הוא מסתכל רק על כמות המחסנים
 
3.   אף אחד מהם לא לגמרי צודק, כיוון שהגדרה של מחסן או מחסנון- היא פרופורציונלית
 
4.   שגיא צודק כי בסיס הנתונים של ערן מבולגן ולכן הוא מחסן
 
 .",3
"מהו ההבדל העיקרי בין מודל עיסקי B2B לB2C? סמן את התשובה הנכונה ביותר
 
1.   מודל ההכנסות של הראשון מבוסס על הכנסות ממכירות ושל השני ממודל דמי-פרימיום
 
2.   קהל היעד של הראשון הוא לעסקים ואילו לשני הוא ספקים
 
3.   הראשון הוא בין עסק לעסק ואילו השני בין עסק לצרכן
 
4.   כל התשובות נכונות
 
 .",3
"מהו סוג הארגון אשר בונה מטוסי כיבוי?
 
1.   שירות
 
2. עיצוב
 
3. ייצור
 
4.   נגרות
 
 .",3
"בפיתוח מערכת מידע בארגון - באיזה שלב נבצע הדרכה למשתמשים?
 
1.   שלב העיצוב
 
2.   שלב היישום והטמעה
 
3.   שלב התכנון
 
4.   שלב התחזוקה
 
 .",2
"מנכ״ל חברת מקדונלדס אחראי על סניפי החברה, החברה משתמשת במערכות מידע, כדי לאסוף את כל הנתונים הנוגעים להתפתחות החברה מה הייתם מציעים למנכ״לֹ לעשות כדי לאסוף את הנתונים ההכרחיים.
 
1.   לקבל דיווח אישי על פי דעתו של כל מנהל סניף
 
2.   להשתמש במחסן הנתונים שמופק ממערכת ניהול בסיסי הנתונים, ולעבוד לפיכך
 
3.   להגיע אישית לכל סניף לאסוף את הנתונים
 
4.   להשתמש בשליחים שיביאו את בסיסי הנתונים למטה המרכזי של החברה
 
 .",2
"איזה מהבאים הוא תכונה של מחשב ""שמן""
 
1.   זכרון וכוח עיבוד גדול *
 
2.   תמיד מגיע בצבע מסוים
 
3.   ניתן להתקין עליו רק תוכנות מסוג מסוים
 
4.   חומרתו חייבת להיות מסוג מאוד מסוים
 
 .",1
"איזה מהמשפטים הבאים מתאר מידע תפעולי בצורה הטובה ביותר:
 
1. מידע תפעולי מתבסס בעיקרו על נתונים חיצוניים ורמת אמינותו נמוכה.
 
2. מידע תפעולי יכול להיות ברמת אמינות נמוכה ועוסק בהווה או בעבר הקרו
 
3. מידע תפעולי מתבסס בעיקרו על נתונים פנימיים ומופק בתדירות גבוהה.
 
4. תהליך ייצורו של מידע תפעולי גמיש והוא משלב הערכות ותחזיות.
 
 .",3
"מה מהבאים הינו כלי ליצירת בקרת גישה?
 
1.   טביעת אצבע
 
2.   כל התשובות נכונות
 
3.   כרטיס מגנטי
 
4.   זיהוי קולי
 
 .",2
"בנק מרכזי בעל סניפים רבים ושוק לקוחות רחב יתחזק בד""כ:
 
1.   אתר פושר
 
2.   אתר חם
 
3.   אתר לוהט
 
4.   אתר קר
 
 .",2
"מהו המודל של פיתוח התוכנה הנפוץ והפופולרי ביותר כיום?
 
1. Agile
 
2. Firewall
 
3. RAD
 
4. מודל הספירלה
 
 .",1
"למה ארגונים שומרים מידע?
 
1.    כיוון שעלויות האחסון נמוכות מאוד
  
2.    כי ארגונים לא אוהבים למחוק מידע
  
3.    כדי לתעד היסטוריה
  
4.    כדי לאפשר קבלת החלטות טובות יותר
  
 .",4
"בפיתוח מערכת מידע בארגון - באיזה שלב נבצע הדרכה למשתמשים?
 
1.   שלב התכנון
 
2.   שלב התחזוקה
 
3.   שלב היישום והטמעה
 
4.   שלב העיצוב
 
 .",3
"מה מהבאים הינו סיכון אפשרי במערכת מידע
 
1.   נזק מגורם אנושי חיצוני
 
2.   כל התשובות נכונות
 
3.   תקלות טכניות
 
4.   נזק מגורם אנושי פנימי
 
 .",2
"מה מהבאים הוא אמצעי לאבטחת מערכת מידע?
 
1.     בקרת גישה
   
2.     אבטחת נתונים
   
3.     אבטחת תוכנה
   
4.     כל התשובות נכונות
   
 .",4
"מהמשפטים הבאים מה נכון לומר על מודל ""מפל המים""?
 
1. ניתן לבצע בו שינויים לכל אורך הפרויקט.
 
2. תהליך שיטתי ולוגי המורכב משלבים מוגדרים.
 
3. מתודולוגיה שמתאימה לפרויקטים גמישים ולא סופיים.
 
4. הלקוח מעורב בפרויקט באופן מל
 
 .",2
"איך יכול להיגרם נזק לחברה מגורם אנושי פנימי?
 
1.   כניסה למייל זדוני
 
2.   כל התשובות נכונות
 
3.   דיווח על טכנולוגיות לחברה מתחרה
 
4.   שפיכת קפה על השרת של החברה
 
 .",2
"מה מהבאות אינה תכונה של מחשב שמן?
 
1. כוח עיבוד רב
  
2. התקנת תוכנות רזות בלבד
  
3. יכולות גרפיות גבוהות
  
4. זיכרון עבודה גדול 
 .",2
"מערכת מידע ארגונית מסוג ERP תוגדר בצורה הטובה ביותר כ: 
1.  מערכת מידע תומכת החלטות 
2.  מערכת לניהול המשאבים הארגוניים המשלב את מירב צורכי המידע של הארגון תחת ""קורת גג"" אחת 
3.  מערכת מידע תפעולית 
4.  מערכת מידע ניהולית 
 .",2
"תומר פרץ לאתר בוגדים בוגדות ורצה לחשוף את פניהם של האנשים חסרי הנאמנות, תומר ביצע נזק:
 
1.   נזק מגורם אנושי פנימי
 
2.   נזק תקלה תכנית מתפעול המערכת
 
3.   נזק מגורם אנושי חיצוני
 
4. פיזי
 
 .",3
"מה מודל פיתוח התוכנה הנפוץ ביותר כיום
 
1. RAD
 
2. agile
 
3.   לא ניתן לדעת
 
4.   waterfall
 
 .",2
"מהי ההגדרה של TCO?
 
1.   כלל העלויות הכרוכות בהטמעת המערכת בארגון
 
2.   כלל ההחזר על ההשקעה במערכת
 
3.   כלל התועלת מהטמעת המערכת בחברה
 
4.   כלל ההכנסות בעקבות הטמעת הארגון
 
 .",1
"מה המבאים יהיה שדה המפתח הטוב ביותר ברשימת לקוחות?
 
1.   תאריך הקנייה הראשון של הלקוח מהסוף להתחלה
 
2.   תאריך לידה
 
3.   שם פרטי + שם משפחה
 
4.   מספר ת""ז
 
 .",4
"אחת מגישות אבטחת המידע היא בקרת הגישה. מה מבין הבאים אינו אמצעי לוידוא מהימנות הגישה לנתונים?
 
1.   טביעת אצבע
 
2.   ציוד אל-פסק
 
3. כרטיס
 
4.   סורק עין
 
 .",2
"בנק מרכזי בעל סניפים רבים ושוק לקוחות רחב יתחזק בד""כ:
 
1.   אתר חם
 
2.   אתר קר
 
3.   אתר פושר
 
4.   אתר לוהט
 
 .",1
"מה מהבאים אינו מזהה חד חד ערכי?
 
1.   שם פרטי
 
2.   מספר הזמנה
 
3.   מספר אישי
 
4.   מספר ת.ז
 
 .",1
"שגיא וערן התווכחו האם 20 בסיסי הנתונים בחברה של ערן הם מחסן או מחסנון (ערן טען שהם מחסנון). מי מהם צודק?
 
1.   אף אחד מהם לא לגמרי צודק, כיוון שהגדרה של מחסן או מחסנון- היא פרופורציונלית
 
2.   שגיא טועה כי הוא מסתכל רק על כמות המחסנים
 
3.   שגיא צודק כי בסיס הנתונים של ערן מבולגן ולכן הוא מחסן
 
4.   תמיד 20 בסיסי נתונים הם מחסן ולכן ערן צודק
 
 .",1
"מהו אינו חלק משלבי פיתוח על פי מודל ""מפל המים""?
 
1.  בדיקה
  
2. רכישה  
3.  ניתוח
  
4.  עיצוב
  
 .",2
"מה מבין הבאים הינו מדיניות של מערכות מידע בנוגע לחומרה
 
1.   שימוש בספקי שירותים חיצוניים
 
2.   בחירת מערכות מחשוב
 
3.   כל התשובות נכונות
 
4.   קביעת יכולות מחשוב
 
 .",3
"דנה רוצה להבטיח מקסימום הגנה למערכות המידע בחברה אותה היא מנהלת. היא החליטה לנקוט בכמה צעדים אשר יתרמו לכך. אילו מבין הצעדים הבאים פחות רלוונטי בשביל להגן על מערכות המידע?
 
1.   אבטחה אישית- ליווי צמוד של הבכירים לביתם בסוף יום העבודה, הכשרת העובדים להסתובב עם נשק
 
2.   אבטחת תוכנה- אנטי וירוס, ניהול SPAM
 
3.   אבטחה פיזית- גיבוי, מיגון מפני אש, גדרות, אזעקות, מנעולים
 
4.   אבטחת נתונים- הצפנה ופענוח, מפתח סימטרי, מפתח ציבורי/פרטי, ניטור מסדי הנתונים
 
 .",1
"תומר פרץ לאתר בוגדים בוגדות ורצה לחשוף את פניהם של האנשים חסרי הנאמנות, תומר ביצע נזק:
 
1. פיזי
 
2.   נזק תקלה תכנית מתפעול המערכת
 
3.   נזק מגורם אנושי חיצוני
 
4.   נזק מגורם אנושי פנימי
 
 .",3
"מנכ״ל חברת מקדונלדס אחראי על סניפי החברה, החברה משתמשת במערכות מידע, כדי לאסוף את כל הנתונים הנוגעים להתפתחות החברה מה הייתם מציעים למנכ״לֹ לעשות כדי לאסוף את הנתונים ההכרחיים.
 
1.   להגיע אישית לכל סניף לאסוף את הנתונים
 
2.   להשתמש בשליחים שיביאו את בסיסי הנתונים למטה המרכזי של החברה
 
3.   לקבל דיווח אישי על פי דעתו של כל מנהל סניף
 
4.   להשתמש במחסן הנתונים שמופק ממערכת ניהול בסיסי הנתונים, ולעבוד לפיכך
 
 .",4
"איזה מבין הבאים מתעד את בצורה מדויקת את פעילותנו באינטרנט (תיעוד של כל פעולות העכבר)?
 
1.   (Transaction log (click stream
 
2.   Object Orianted
 
3.   Cycle Jam (specific)
 
4.   Bentch Consistent Hospale (dialog ditrict)
 
 .",1
"המודל ההיררכי אל מול מודל הרשתי- איזה טענה נכונה?
 
1.   המודל ההיררכי בנוי בצורה של אב אחד למספר בנים, לעומתו המודל הרשתי מאפשר שבן יהיה מקושר למספר אבות
 
2.   שני המודלים קלים מאוד לבנייה ולתחזוק, והם הנפוצים ביותר מבין כלל המודלים הקיימים
 
3.   המודל הרשתי לא רלוונטי בימנו, וכיום אין בו שימוש כלל
 
4.   המבנה הרשתי בעל מבנה לא גמיש, לעומתו המודל ההיררכי בעל מבנה גמיש
 
 .",1
"תוכנת Waze היא בין השאר TPS (Transaction Processing System). איזה מידע תפעולי היא אוספת:
 
1.  כל התשובות נכונות
 
2.  דיווחי המשתמש בדרך (דיווח על עומסים, תאונות, ועוד)
 
3.  היסטורית חיפושים של המשתמש
 
4.  מיקום המשתמש בכל X שניות
 
 .",1
"מהו ההיגד הנכון ביותר:
 
1. תוכנה רזה תעבוד בקלות על מחשב שמן
  
2. מחשב רזה יעבד בקלות תוכנה שמנה
  
3. בפיתוח תוכנה אעדיף לפתח תוכנה שמנה על מנת שקהל יעד רחב יותר יוכל להשתמש בה
  
4. WORD הינה תוכנה אשר מהווה דוגמא ללקוח רזה לעומת תוכנת דפדפן שהינה דוגמא ללקוח שמן
  
 .",1
"מה מהאפשרויות הבאות לא אפשרית?
 
1. לקוח רזה שמותקן על מחשב רזה
  
2. לקוח רזה שמותקן על מחשב שמן
  
3. לקוח שמן שמותקן על מחשב רזה 
4. לקוח שמן שמותקן על מחשב שמן
  
 .",3
"מה מהבאים הינו סיכון אפשרי במערכת מידע
 
1.   כל התשובות נכונות
 
2.   נזק מגורם אנושי חיצוני
 
3.   נזק מגורם אנושי פנימי
 
4.   תקלות טכניות
 
 .",1
"איזה מהבאים הוא תכונה של מחשב ""שמן""
 
1.   זכרון וכוח עיבוד גדול *
 
2.   חומרתו חייבת להיות מסוג מאוד מסוים
 
3.   ניתן להתקין עליו רק תוכנות מסוג מסוים
 
4.   תמיד מגיע בצבע מסוים
 
 .",1
